_key,username,location,postcount,likes,keyword,gender,identity,marriage,region,risk_appetite,education,revenue,deposit,debt,intended_products,label
375,A98A,８棟,280.0,0.0,1.1672064512968063,,,,,,,,,,,
376,317f,,791.0,352.0,0.9330806583166122,,,,,,,,,,,
377,1000,,40.0,1.0,1.080132357776165,,,,,,,,,,,
378,7590,,3.0,0.0,0.9150636196136475,,,,,,,,,,,
379,278C,الغاط ,742.0,0.0,0.827286884188652,,,,,,,,,,,
380,BDee,,15.0,2.0,1.0252483189105988,,,,,,,,,,,
381,B045,,1.0,0.0,1.2776650786399841,,,,,,,,,,,
382,231e,,2.0,0.0,1.0157220512628555,,,,,,,,,,,
383,Fa4c,,1.0,0.0,1.0210969895124435,,,,,,,,,,,
384,30AF,,1.0,0.0,1.0740346759557724,,,,,,,,,,,
385,0Def,宮崎,6881.0,30041.0,0.990791954100132,,,,,,,,,,,
386,91195,"chattanooga,tn",8.0,17.0,1.0552782081067562,,,,,,,,,,,
387,37912,37912,652.0,0.0,1.0370586924254894,,,,,,,,,,,
388,56481,56481,198.0,0.0,1.0370586924254894,,,,,,,,,,,
389,36866,36866,473.0,0.0,1.0370586924254894,,,,,,,,,,,
390,58763,58763,521.0,0.0,1.0370586924254894,,,,,,,,,,,
391,12798,,1.0,0.0,1.148332118988037,,,,,,,,,,,
392,ba2ac,,5.0,0.0,0.0,,,,,,,,,,,
393,97146,97146,269.0,0.0,1.0129160061478615,,,,,,,,,,,
394,c4442,,7.0,0.0,0.9260870814323425,,,,,,,,,,,
395,FAA86,,365.0,123.0,0.7211024761199951,,,,,,,,,,,
396,AB417,,5.0,0.0,0.9032291248440742,,,,,,,,,,,
397,D861A,,22.0,5.0,0.9932746570557356,,,,,,,,,,,
398,7314A,,2.0,0.0,1.0414547137916088,,,,,,,,,,,
399,a8e17,,33.0,24.0,0.8514356315135956,,,,,,,,,,,
400,c2c24,,9.0,0.0,0.9680432826280594,,,,,,,,,,,
401,eccde,"Deer Park, NY - Brentwood, NY",20.0,0.0,0.8846108764410019,,,,,,,,,,,
402,71964,71964,506.0,0.0,1.1119848489761353,,,,,,,,,,,
403,fbcbc,,1.0,0.0,0.9799037724733353,,,,,,,,,,,
404,31643,31643,107.0,0.0,1.0370586924254894,,,,,,,,,,,
405,40732,,1.0,0.0,0.0,,,,,,,,,,,
406,39931,,3.0,0.0,0.912104107439518,,,,,,,,,,,
407,31620,31620,157.0,0.0,1.0370586924254894,,,,,,,,,,,
408,c4713,,1.0,0.0,1.0236556362360716,,,,,,,,,,,
409,0de16,,405.0,24.0,1.0560187995433807,,,,,,,,,,,
410,70632,70632,227.0,0.0,1.1119848489761353,,,,,,,,,,,
411,bdbad,sky,3.0,2.0,1.0157220512628555,,,,,,,,,,,
412,8a9d1, ,41746.0,4.0,0.6803417801856995,,,,,,,,,,,
413,ea7ec,,1.0,0.0,0.0,,,,,,,,,,,
414,89193,札幌市,30.0,2.0,0.9680432826280594,,,,,,,,,,,
415,39024,,6.0,2.0,0.9402628690004349,,,,,,,,,,,
416,7412C,,2.0,1.0,0.0,,,,,,,,,,,
417,33892,,1.0,0.0,0.0,,,,,,,,,,,
418,83725,,4.0,0.0,1.2696134448051453,,,,,,,,,,,
419,94733,,2.0,0.0,0.7680232226848602,,,,,,,,,,,
420,c7452,Antigua,1.0,0.0,1.0174828507006168,,,,,,,,,,,
421,37684,37684,482.0,0.0,1.0129160061478615,,,,,,,,,,,
422,77422,77422,356.0,0.0,1.0370586924254894,,,,,,,,,,,
423,67460,67460,1187.0,0.0,1.0370586924254894,,,,,,,,,,,
424,acb74,,34.0,84.0,0.0,,,,,,,,,,,
425,20733,20733,482.0,0.0,1.0370586924254894,,,,,,,,,,,
426,cccb5,,8429.0,123.0,0.9196297973394394,,,,,,,,,,,
427,445F3,,76.0,25.0,1.0311630852520466,,,,,,,,,,,
428,ce77c,,353.0,19063.0,0.7211024761199951,,,,,,,,,,,
429,53393,,1.0,0.0,1.0676470398902893,,,,,,,,,,,
430,38119,38119,3924.0,0.0,1.029949253425002,,,,,,,,,,,
431,2066D,,1.0,0.0,0.0,,,,,,,,,,,
432,77458,77458,107.0,0.0,1.0370586924254894,,,,,,,,,,,
433,116Ed,,1.0,5.0,1.4215646982192993,,,,,,,,,,,
434,28b6e,,1.0,2.0,1.1493570506572723,,,,,,,,,,,
435,46182,46182,343.0,0.0,1.1119848489761353,,,,,,,,,,,
436,19a53,,16.0,2.0,0.8660276681184769,,,,,,,,,,,
437,abc80,,1.0,8.0,0.9171829372644424,,,,,,,,,,,
438,4875D,,20.0,0.0,1.197541981935501,,,,,,,,,,,
439,16140,16140,164.0,0.0,1.0370586924254894,,,,,,,,,,,
440,181Ad,London,21.0,0.0,1.0608985871076584,,,,,,,,,,,
441,D2889,,43.0,0.0,1.0599343292415142,,,,,,,,,,,
442,b3b15,,984.0,129.0,0.9786563478410244,,,,,,,,,,,
443,93401,93401,2401.0,0.0,1.1119848489761353,,,,,,,,,,,
444,38127,38127,2487.0,0.0,1.029949253425002,,,,,,,,,,,
445,15A012,,1.0,3.0,0.9978030472993851,,,,,,,,,,,
446,458466,,1.0,0.0,0.912104107439518,,,,,,,,,,,
447,12417B,,180.0,6.0,0.9807682447135448,,,,,,,,,,,
448,01949B,,14.0,0.0,0.8331489413976669,,,,,,,,,,,
449,3baade,,1.0,0.0,0.0,,,,,,,,,,,
450,1200Ff,,1211.0,328.0,0.9485544785857201,,,,,,,,,,,
451,b91017,,118.0,4646.0,0.9239034205675125,,,,,,,,,,,
452,303494,,10.0,0.0,0.9130738601088524,,,,,,,,,,,
453,df1060,,1.0,0.0,0.8854153007268906,,,,,,,,,,,
454,66116E,,19.0,12.0,0.9351343885064125,,,,,,,,,,,
455,0ff5ec,,27.0,25.0,0.9494825191795826,,,,,,,,,,,
456,54da10,,1.0,0.0,1.0157220512628555,,,,,,,,,,,
457,Befa99,,6.0,1.0,1.0974434614181519,,,,,,,,,,,
458,686430,,1.0,0.0,0.9397487416863441,,,,,,,,,,,
459,800801,,19.0,1.0,0.7522662878036499,,,,,,,,,,,
460,941419,sa,5.0,4.0,0.9150636196136475,,,,,,,,,,,
461,2929a1,,26.0,7.0,1.0479607284069061,,,,,,,,,,,
462,aebd83,,2.0,0.0,0.9445847272872925,,,,,,,,,,,
463,77aa50,,2.0,7.0,0.8854153007268906,,,,,,,,,,,
464,C22006,,238.0,86.0,0.0,,,,,,,,,,,
465,996176,"Москва, Россия",68.0,9.0,1.132733553647995,,,,,,,,,,,
466,195967,,24.0,15.0,1.1401964277029037,,,,,,,,,,,
467,D44120,,1.0,3.0,0.0,,,,,,,,,,,
468,00011A,,3354.0,3960.0,0.9533617943525314,,,,,,,,,,,
469,752711,"Dores de Campos, Brasil",61.0,274.0,1.1243019327521324,,,,,,,,,,,
470,_linlef,,2842.0,9351.0,1.0032532438635826,,,,,,,,,,,
471,JiaheZhang1997,Hebei China,980.0,1877.0,0.8808732330799103,,,,,,,,,,,
472,Yanghuikang1,,12591.0,73243.0,0.8550665378570557,,,,,,,,,,,
473,RoulanyishuiYHC,People's Republic of China,9078.0,51266.0,0.8992080688476562,,,,,,,,,,,
474,ChanJoe18,,2802.0,4242.0,0.9418964423239231,,,,,,,,,,,
475,Lanzhouer,Lanzhou City in PRC,3010.0,4415.0,1.0202760118991137,,,,,,,,,,,
476,HENG0621,"上海, 中华人民共和国",79.0,140.0,0.7775785028934479,,,,,,,,,,,
477,Flashyasf,"Alabama, USA",16976.0,16761.0,1.0804622322320938,,,,,,,,,,,
478,discountzuzu,"cw: naruto , mha , kny
cr: dog and scum , six of crows

♥︎twenty
♡she her
♥︎ an aizawa kinda gal",14677.0,24178.0,1.0158062279224396,,,,,,,,,,,
479,cryptodatawiz,,135.0,184.0,1.0523961000144482,,,,,,,,,,,
480,bitch_built,She/Her,3682.0,11203.0,0.8611541539430618,,,,,,,,,,,
481,wuwalida,,9.0,8.0,0.8758251219987869,,,,,,,,,,,
482,Quan697,,4.0,1.0,0.9372076839208603,,,,,,,,,,,
483,Mitsos_Arx,Iron City Greek Sector,369.0,3535.0,0.8724091947078705,,,,,,,,,,,
484,MightyGoatWitch,My Bed,196.0,100866.0,1.0359150394797325,,,,,,,,,,,
485,Marklord117,,405.0,18.0,0.7680232226848602,,,,,,,,,,,
486,BraveEmblem17,In a place far far away,11419.0,58486.0,1.0139253735542297,,,,,,,,,,,
487,HaominLiaizg,中国北京,4517.0,14018.0,1.1597096621990204,,,,,,,,,,,
488,mark19676,,500.0,653.0,1.3218044638633728,,,,,,,,,,,
489,lejinjin,,2901.0,10364.0,0.9200995862483978,,,,,,,,,,,
490,YangNa18,,867.0,722.0,0.9903569146990776,,,,,,,,,,,
491,Ad4GrY4hiBsiChB,,1803.0,331.0,0.9812741279602051,,,,,,,,,,,
492,Ages_Emporium,,14168.0,56514.0,0.7680232226848602,,,,,,,,,,,
493,mikahisudaily,him/she admin. | not spoiler free.,9.0,0.0,0.8124831318855286,,,,,,,,,,,
494,_simoneart_,Minor ,6968.0,46689.0,1.0359150394797325,,,,,,,,,,,
495,_dirtyiron_,,99.0,15.0,0.9543659836053848,,,,,,,,,,,
496,issaanoahh,"Los Angeles, CA",2597.0,14786.0,0.9494825191795826,,,,,,,,,,,
497,Itzvanessa16,,1.0,5.0,0.890155240893364,,,,,,,,,,,
498,arthfobic,to owners of content,435.0,2768.0,0.9609304815530777,,,,,,,,,,,
499,GilpatrickTl,Washington State,807.0,389.0,0.9973181299865246,,,,,,,,,,,
500,23Fujitsu,Morocco,1393.0,10131.0,1.0745248571038246,,,,,,,,,,,
501,Physiolmy,The State of Palestine,578.0,2407.0,0.9951045215129852,,,,,,,,,,,
502,AyikoruLisa,,57.0,276.0,1.0413559675216675,,,,,,,,,,,
503,charlotteauman1,,1868.0,4582.0,1.0745248571038246,,,,,,,,,,,
504,superjanella,Wonderland,12769.0,1862.0,0.9494825191795826,,,,,,,,,,,
505,Cade44,,2.0,0.0,1.0596608370542526,,,,,,,,,,,
506,619919,gulbarga,2.0,0.0,1.170681580901146,,,,,,,,,,,
507,032Dac,,93.0,216.0,1.0144876278936863,,,,,,,,,,,
508,255050,,2.0,0.0,0.9797156434506178,,,,,,,,,,,
509,333032,,8.0,7.0,1.0861830711364746,,,,,,,,,,,
510,602121,صحفي وكاتب وشاعر,1.0,0.0,0.9130738601088524,,,,,,,,,,,
511,aa0065,,997.0,149.0,1.0714500918984413,,,,,,,,,,,
512,EA7885,,21762.0,30071.0,1.2492515742778778,,,,,,,,,,,
513,166465,VILLAHEERMOSA TABASCO,24.0,0.0,0.9881555289030075,,,,,,,,,,,
514,f10944,,9.0,0.0,1.0930087193846703,,,,,,,,,,,
515,fed8631,,5.0,0.0,0.9985593408346176,,,,,,,,,,,
516,1243759,,7.0,0.0,0.9494825191795826,,,,,,,,,,,
517,8224225,,1.0,0.0,0.0,,,,,,,,,,,
518,cdeaf,,1.0,0.0,1.057183749973774,,,,,,,,,,,
519,9559a,,3.0,48.0,0.0,,,,,,,,,,,
520,fadef,Curitiba,7.0,0.0,1.2420750111341476,,,,,,,,,,,
521,C1164,,5.0,0.0,1.0804622322320938,,,,,,,,,,,
522,Fb25F,,1.0,0.0,0.933689571917057,,,,,,,,,,,
523,Cad80,,7.0,0.0,1.1081208810210228,,,,,,,,,,,
524,DFD89,Mbabane/Swaziland,1.0,0.0,0.913545623421669,,,,,,,,,,,
525,DA6b0,,3.0,5.0,1.0701300129294395,,,,,,,,,,,
526,Ede1D,,1.0,0.0,0.8834987878799438,,,,,,,,,,,
527,72402,,4.0,0.0,0.9866339303553104,,,,,,,,,,,
528,adc88,USA/Germany,68.0,0.0,0.9685198627412319,,,,,,,,,,,
529,8224225,,1.0,0.0,0.0,,,,,,,,,,,
530,26731,26731,173.0,0.0,1.0370586924254894,,,,,,,,,,,
531,67Aea,,6.0,516.0,0.0,,,,,,,,,,,
532,a3561,,1.0,0.0,0.0,,,,,,,,,,,
533,91300,歌舞伎町^_^,1749.0,2483.0,1.084097035229206,,,,,,,,,,,
534,17833,17833,219.0,0.0,1.1119848489761353,,,,,,,,,,,
535,2040F,,6.0,0.0,0.9146765172481537,,,,,,,,,,,
536,C2482,,3.0,0.0,0.9287115335464478,,,,,,,,,,,
537,c9901,mexico,1.0,1.0,0.0,,,,,,,,,,,
538,57058,57058,201.0,0.0,1.0370586924254894,,,,,,,,,,,
539,Cc91C,,1.0,0.0,0.9346034675836563,,,,,,,,,,,
540,fafba,,4.0,0.0,1.0348158739507198,,,,,,,,,,,
541,ae995,,39.0,55.0,0.7680232226848602,,,,,,,,,,,
542,FAFC4,,281.0,250.0,1.0937967598438263,,,,,,,,,,,
543,f9b99,,26.0,0.0,1.086686260998249,,,,,,,,,,,
544,b14d3,,5.0,0.0,1.2065602838993073,,,,,,,,,,,
545,FF2F8,,89.0,3.0,0.9445847272872925,,,,,,,,,,,
546,96093,96093,423.0,0.0,1.0129160061478615,,,,,,,,,,,
547,73553,73553,389.0,0.0,1.0370586924254894,,,,,,,,,,,
548,b35b2,,14.0,37.0,0.7157779037952423,,,,,,,,,,,
549,cac0e,United Kingdom,213.0,609.0,1.080132357776165,,,,,,,,,,,
550,3711F,,2411.0,661.0,1.2036265134811401,,,,,,,,,,,
551,44126,44126,2760.0,0.0,1.0370586924254894,,,,,,,,,,,
552,D0172,J.town,1.0,0.0,1.1110235825181007,,,,,,,,,,,
553,36382,,1.0,0.0,0.0,,,,,,,,,,,
554,ead29,,9.0,8.0,1.0610230006277561,,,,,,,,,,,
555,59045,,2.0,0.0,1.0145402792841196,,,,,,,,,,,
556,baad6,,1.0,0.0,1.0236556362360716,,,,,,,,,,,
557,bd2db,,1.0,0.0,0.0,,,,,,,,,,,
558,619bd,,1.0,0.0,0.0,,,,,,,,,,,
559,dabc4,,1.0,0.0,0.0,,,,,,,,,,,
560,D7Aa9,,232.0,123.0,1.0479607284069061,,,,,,,,,,,
561,d2d2a,,3.0,3.0,1.0529604814946651,,,,,,,,,,,
562,70062,70062,902.0,0.0,1.0370586924254894,,,,,,,,,,,
563,fc295,NY and LA | 80/20,5560.0,0.0,1.0773761346936226,,,,,,,,,,,
564,a28a1,,1.0,0.0,0.800011396408081,,,,,,,,,,,
565,F5472,,1.0,0.0,0.0,,,,,,,,,,,
566,38317,38317,217.0,0.0,1.0370586924254894,,,,,,,,,,,
567,72510,不毛地帯,30610.0,1463.0,1.1168507188558578,,,,,,,,,,,
568,edaa4,,1.0,0.0,0.0,,,,,,,,,,,
569,20169,20169,675.0,0.0,1.0370586924254894,,,,,,,,,,,
570,0ff10,,4.0,0.0,0.9402628690004349,,,,,,,,,,,
571,Dad80,,2.0,20.0,0.8460891544818878,,,,,,,,,,,
572,65711,65711,333.0,0.0,1.0370586924254894,,,,,,,,,,,
573,0942C,,15.0,76.0,1.303264707326889,,,,,,,,,,,
574,64946,,3.0,0.0,0.8147842884063721,,,,,,,,,,,
575,56699,Saude,21.0,15.0,0.947039932012558,,,,,,,,,,,
576,bcc22,,580.0,32.0,0.7680232226848602,,,,,,,,,,,
577,58551,,3.0,0.0,0.0,,,,,,,,,,,
578,BF345,,543.0,0.0,1.1029797121882439,,,,,,,,,,,
579,C1340,,212.0,1.0,1.1214621663093567,,,,,,,,,,,
580,7a031,setagaya,194.0,2.0,0.971506729722023,,,,,,,,,,,
581,1Aa00,,28438.0,0.0,1.1724701523780823,,,,,,,,,,,
582,5599E,,75.0,0.0,1.0395275764167309,,,,,,,,,,,
583,fcce4,,3.0,6.0,0.0,,,,,,,,,,,
584,a3920,اليمن ,32.0,2.0,0.9141384065151215,,,,,,,,,,,
585,4303E,,2558.0,2819.0,1.0598570331931114,,,,,,,,,,,
586,56307,56307,315.0,0.0,1.0370586924254894,,,,,,,,,,,
587,224Ae,,30.0,4.0,1.0359150394797325,,,,,,,,,,,
588,0048f,,2018.0,1.0,0.9326473698019981,,,,,,,,,,,
589,67536,Brasil,1.0,0.0,0.8461712747812271,,,,,,,,,,,
590,18Dea,,2.0,0.0,0.0,,,,,,,,,,,
591,a9354,おおさかぁ,8.0,0.0,0.8997001498937607,,,,,,,,,,,
592,ff0c1,الله وأكبر,6125.0,1.0,0.9150636196136475,,,,,,,,,,,
593,66961,,14.0,0.0,1.063606396317482,,,,,,,,,,,
594,C0056,,3.0,0.0,1.0596608370542526,,,,,,,,,,,
595,65Caa,,5.0,0.0,0.91897352039814,,,,,,,,,,,
596,6171E,,16.0,0.0,1.103635586798191,,,,,,,,,,,
597,cada4,,1.0,0.0,0.9619953259825706,,,,,,,,,,,
598,3702e,Java,35.0,4.0,1.040593907237053,,,,,,,,,,,
599,0f038,,6.0,31.0,0.0,,,,,,,,,,,
600,15828,15828,179.0,0.0,1.0370586924254894,,,,,,,,,,,
601,79a9a,Qatar,426.0,0.0,1.2120719254016876,,,,,,,,,,,
602,d3f4c,,1.0,0.0,0.0,,,,,,,,,,,
603,28b93,,7.0,6.0,1.0402214750647545,,,,,,,,,,,
604,20Bbc,,25.0,0.0,0.8966669887304306,,,,,,,,,,,
605,ddefa,,633.0,10699.0,1.2770190238952637,,,,,,,,,,,
606,67109,67109,536.0,0.0,1.0370586924254894,,,,,,,,,,,
607,72274,,12.0,0.0,0.9018757790327072,,,,,,,,,,,
608,CC424,,1.0,0.0,0.8218720108270645,,,,,,,,,,,
609,AA8DD,,39.0,450.0,0.8660276681184769,,,,,,,,,,,
610,44529,最近川崎に,20.0,0.0,0.8898684307932854,,,,,,,,,,,
611,DFeda,,4.0,2.0,0.9456758871674538,,,,,,,,,,,
612,66835,66835,308.0,0.0,1.0370586924254894,,,,,,,,,,,
613,98902,98902,531.0,0.0,1.1119848489761353,,,,,,,,,,,
614,46550,46550,362.0,0.0,1.0370586924254894,,,,,,,,,,,
615,70800,,3.0,0.0,0.8094569146633148,,,,,,,,,,,
616,12173,12173,337.0,0.0,1.0370586924254894,,,,,,,,,,,
617,E3665,,1.0,0.0,0.0,,,,,,,,,,,
618,ae735,,8.0,0.0,0.936392031610012,,,,,,,,,,,
619,6EAF6,,1.0,0.0,1.2497866451740265,,,,,,,,,,,
620,48478,,44.0,0.0,1.1160434037446976,,,,,,,,,,,
621,E9811,,1.0,0.0,1.0647709220647812,,,,,,,,,,,
